enzyme_id,enzyme_name,enzyme_score,score_std,supporting_metabolites,reactions,pathways,evidence_counts,selection_frequency
ec:3.2.2.12,inosinate nucleosidase,5.210716089086782e-06,3.4699549605806507e-06,hypoxanthine,rn:R01128,path:map01100; path:map00230; path:map01232,1,6
ec:2.3.1.33,histidine N-acetyltransferase,5.194924819058301e-06,3.2167153220630188e-06,imidazole propionate,rn:R01160,path:map02010; path:map01230; path:map00340,1,6
ec:1.14.99.52,L-cysteinyl-L-histidinylsulfoxide synthase,5.194924819058301e-06,3.2167153220630188e-06,imidazole propionate,rn:R11015,path:map02010; path:map01230; path:map00340,1,6
ec:1.1.1.23,histidinol dehydrogenase,5.194924819058301e-06,3.2167153220630188e-06,imidazole propionate,rn:R01163; rn:R01158,path:map02010; path:map01230; path:map00340,1,6
ec:6.1.1.21,histidine---tRNA ligase,5.194924819058301e-06,3.2167153220630188e-06,imidazole propionate,rn:R03655,path:map02010; path:map01230; path:map00340,1,6
ec:2.6.1.38,histidine transaminase,5.194924819058301e-06,3.2167153220630188e-06,imidazole propionate,rn:R01161,path:map02010; path:map01230; path:map00340,1,6
ec:2.1.1.44,L-histidine Nalpha-methyltransferase,5.194924819058301e-06,3.2167153220630188e-06,imidazole propionate,rn:R10523; rn:R01169,path:map02010; path:map01230; path:map00340,1,6
ec:4.1.1.22,histidine decarboxylase,5.194924819058301e-06,3.2167153220630188e-06,imidazole propionate,rn:R01167,path:map02010; path:map01230; path:map00340,1,6
ec:5.1.1.24,histidine racemase,5.194924819058301e-06,3.2167153220630188e-06,imidazole propionate,rn:R12313,path:map02010; path:map01230; path:map00340,1,6
ec:1.13.11.19,cysteamine dioxygenase,5.165209263216424e-06,3.497649691036171e-06,hypotaurine,rn:R02467,path:map01100; path:map00430,1,6
ec:3.1.2.11,acetoacetyl-CoA hydrolase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R01358,path:map02020; path:map01120; path:map00280,1,6
ec:1.1.1.30,3-hydroxybutyrate dehydrogenase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R01361,path:map02020; path:map01120; path:map00280,1,6
ec:2.3.1.318,3-oxoadipate:acetyl-CoA acetyltransferase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R13360,path:map02020; path:map01120; path:map00280,1,6
ec:6.4.1.6,acetone carboxylase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R05735,path:map02020; path:map01120; path:map00280,1,6
ec:1.1.99.24,hydroxyacid-oxoacid transhydrogenase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R03225,path:map02020; path:map01120; path:map00280,1,6
ec:2.3.1.247,(5S)-5-amino-3-oxohexanoate:acetyl-CoA ethylamine transferase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R10564,path:map02020; path:map01120; path:map00280,1,6
ec:4.2.1.27,acetylenecarboxylate hydratase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R01367,path:map02020; path:map01120; path:map00280,1,6
ec:6.2.1.16,acetoacetate---CoA ligase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R01357,path:map02020; path:map01120; path:map00280,1,6
ec:2.3.1.319,"3,5-dioxohexanoate:acetyl-CoA acetone transferase",5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R13361,path:map02020; path:map01120; path:map00280,1,6
ec:1.8.1.5,2-oxopropyl-CoM reductase (carboxylating),5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R05713,path:map02020; path:map01120; path:map00280,1,6
ec:2.3.1.317,3-dehydrocarnitine:acetyl-CoA trimethylamine transferase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R13359,path:map02020; path:map01120; path:map00280,1,6
ec:4.1.3.4,hydroxymethylglutaryl-CoA lyase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R01360,path:map02020; path:map01120; path:map00280,1,6
ec:2.8.3.9,butyrate---acetoacetate CoA-transferase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R01365,path:map02020; path:map01120; path:map00280,1,6
ec:4.1.1.4,acetoacetate decarboxylase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R01366,path:map02020; path:map01120; path:map00280,1,6
ec:2.8.3.8,acetate CoA-transferase,5.162314664106412e-06,3.2845593964632787e-06,acetoacetate,rn:R01359,path:map02020; path:map01120; path:map00280,1,6
ec:1.1.3.21,glycerol-3-phosphate oxidase,5.148008237472904e-06,3.8039799838064303e-06,glycerol 3-phosphate,rn:R00846,path:map02010; path:map05231; path:map00564,1,6
ec:2.4.1.137,sn-glycerol-3-phosphate 2-alpha-galactosyltransferase,5.148008237472904e-06,3.8039799838064303e-06,glycerol 3-phosphate,rn:R00853,path:map02010; path:map05231; path:map00564,1,6
ec:2.4.1.96,sn-glycerol-3-phosphate 1-galactosyltransferase,5.148008237472904e-06,3.8039799838064303e-06,glycerol 3-phosphate,rn:R00854,path:map02010; path:map05231; path:map00564,1,6
ec:1.1.1.94,glycerol-3-phosphate dehydrogenase [NAD(P)+],5.148008237472904e-06,3.8039799838064303e-06,glycerol 3-phosphate,rn:R00844; rn:R00842,path:map02010; path:map05231; path:map00564,1,6
ec:2.7.8.5,CDP-diacylglycerol---glycerol-3-phosphate 1-phosphatidyltransferase,5.148008237472904e-06,3.8039799838064303e-06,glycerol 3-phosphate,rn:R01801,path:map02010; path:map05231; path:map00564,1,6
ec:3.6.1.16,CDP-glycerol diphosphatase,5.148008237472904e-06,3.8039799838064303e-06,glycerol 3-phosphate,rn:R00855,path:map02010; path:map05231; path:map00564,1,6
ec:1.1.1.8,glycerol-3-phosphate dehydrogenase (NAD+),5.148008237472904e-06,3.8039799838064303e-06,glycerol 3-phosphate,rn:R00842,path:map02010; path:map05231; path:map00564,1,6
ec:1.1.5.3,glycerol-3-phosphate dehydrogenase,5.148008237472904e-06,3.8039799838064303e-06,glycerol 3-phosphate,rn:R00848; rn:R00849,path:map02010; path:map05231; path:map00564,1,6
ec:2.7.7.39,glycerol-3-phosphate cytidylyltransferase,5.148008237472904e-06,3.8039799838064303e-06,glycerol 3-phosphate,rn:R00856,path:map02010; path:map05231; path:map00564,1,6
ec:1.1.1.177,glycerol-3-phosphate 1-dehydrogenase (NADP+),5.148008237472904e-06,3.8039799838064303e-06,glycerol 3-phosphate,rn:R00845,path:map02010; path:map05231; path:map00564,1,6
ec:2.3.1.15,glycerol-3-phosphate 1-O-acyltransferase,5.148008237472904e-06,3.8039799838064303e-06,glycerol 3-phosphate,rn:R00851,path:map02010; path:map05231; path:map00564,1,6
ec:1.13.11.46,4-hydroxymandelate synthase,5.143337917353199e-06,3.4657564863623466e-06,4-hydroxyphenylpyruvate,rn:R05778; rn:R06632,path:map01230; path:map01240; path:map00130,1,6
ec:2.5.1.111,4-hydroxyphenylpyruvate 3-dimethylallyltransferase,5.143337917353199e-06,3.4657564863623466e-06,4-hydroxyphenylpyruvate,rn:R06757,path:map01230; path:map01240; path:map00130,1,6
ec:1.3.1.13,prephenate dehydrogenase (NADP+),5.143337917353199e-06,3.4657564863623466e-06,4-hydroxyphenylpyruvate,rn:R01730,path:map01230; path:map01240; path:map00130,1,6
ec:6.4.1.10,atromentin synthase,5.143337917353199e-06,3.4657564863623466e-06,4-hydroxyphenylpyruvate,rn:R13507; rn:R13506; rn:R13505,path:map01230; path:map01240; path:map00130,1,6
ec:4.1.1.80,4-hydroxyphenylpyruvate decarboxylase,5.143337917353199e-06,3.4657564863623466e-06,4-hydroxyphenylpyruvate,rn:R03341,path:map01230; path:map01240; path:map00130,1,6
ec:1.3.1.12,prephenate dehydrogenase,5.143337917353199e-06,3.4657564863623466e-06,4-hydroxyphenylpyruvate,rn:R01728,path:map01230; path:map01240; path:map00130,1,6
ec:1.1.1.279,(R)-3-hydroxyacid-ester dehydrogenase,5.137450685557513e-06,3.2893142678076453e-06,3-hydroxyhexanoate,rn:R04105,,1,6
ec:3.5.1.62,acetylputrescine deacetylase,5.116077039844123e-06,2.935433806346325e-06,N-acetylputrescine,rn:R01156,path:map01100; path:map00330,1,6
ec:2.3.1.57,diamine N-acetyltransferase,5.116077039844123e-06,2.935433806346325e-06,N-acetylputrescine,rn:R01154,path:map01100; path:map00330,1,6
ec:2.8.2.18,cortisol sulfotransferase,5.111814673016721e-06,3.30189883270116e-06,cortisol,rn:R02839,path:map04960; path:map07225; path:map04080,1,6
ec:2.3.1.27,cortisol O-acetyltransferase,5.111814673016721e-06,3.30189883270116e-06,cortisol,rn:R02837,path:map04960; path:map07225; path:map04080,1,6
ec:1.1.1.442,20beta-hydroxysteroid dehydrogenase,5.111814673016721e-06,3.30189883270116e-06,cortisol,rn:R13605,path:map04960; path:map07225; path:map04080,1,6
ec:1.2.1.26,"2,5-dioxovalerate dehydrogenase",5.093019214895745e-06,3.395736412049444e-06,alpha-ketoglutarate,"R00264: 2,5-Dioxopentanoate + NADP+ + H2O <=> 2-Oxoglutarate + NADPH + H+",path:map00997; path:map00630; path:map00040,1,6
ec:2.6.1.36,L-lysine 6-transaminase,5.093019214895745e-06,3.395736412049444e-06,alpha-ketoglutarate,rn:R00457,path:map00997; path:map00630; path:map00040,1,6
ec:2.2.1.5,2-hydroxy-3-oxoadipate synthase,5.093019214895745e-06,3.395736412049444e-06,alpha-ketoglutarate,rn:R00474,path:map00997; path:map00630; path:map00040,1,6
ec:1.4.3.15,D-glutamate(D-aspartate) oxidase,5.093019214895745e-06,3.395736412049444e-06,alpha-ketoglutarate,rn:R00279,path:map00997; path:map00630; path:map00040,1,6
ec:4.1.1.71,2-oxoglutarate decarboxylase,5.093019214895745e-06,3.395736412049444e-06,alpha-ketoglutarate,rn:R00272,path:map00997; path:map00630; path:map00040,1,6
ec:2.3.3.14,homocitrate synthase,5.093019214895745e-06,3.395736412049444e-06,alpha-ketoglutarate,rn:R00271,path:map00997; path:map00630; path:map00040,1,6
ec:1.4.3.7,D-glutamate oxidase,5.093019214895745e-06,3.395736412049444e-06,alpha-ketoglutarate,rn:R00279,path:map00997; path:map00630; path:map00040,1,6
ec:3.2.1.45,glucosylceramidase,5.087622943039044e-06,3.247168232583054e-06,sphingosine,rn:R13178,path:map04217; path:map01100; path:map04210,1,6
ec:2.4.1.23,sphingosine beta-galactosyltransferase,5.087622943039044e-06,3.247168232583054e-06,sphingosine,rn:R01928,path:map04217; path:map01100; path:map04210,1,6
ec:3.2.1.46,galactosylceramidase,5.087622943039044e-06,3.247168232583054e-06,sphingosine,rn:R13179,path:map04217; path:map01100; path:map04210,1,6
ec:2.4.1.47,N-acylsphingosine galactosyltransferase,5.087622943039044e-06,3.247168232583054e-06,sphingosine,rn:R01928,path:map04217; path:map01100; path:map04210,1,6
ec:2.7.8.10,sphingosine cholinephosphotransferase,5.087622943039044e-06,3.247168232583054e-06,sphingosine,rn:R01929,path:map04217; path:map01100; path:map04210,1,6
ec:2.3.1.192,glycine N-phenylacetyltransferase,5.065001263688312e-06,3.175805577616e-06,phenylacetylglycine,rn:R05841,path:map00360,1,6
ec:2.8.2.22,aryl-sulfate sulfotransferase,5.061051164652382e-06,3.441728044216847e-06,phenol sulfate,rn:R02996,,1,6
ec:2.8.2.1,aryl sulfotransferase,5.061051164652382e-06,3.441728044216847e-06,phenol sulfate,rn:R01242,,1,6
ec:2.1.1.95,tocopherol C-methyltransferase,5.053982174244946e-06,3.2302819807768394e-06,alpha-tocopherol,rn:R07236,path:map01240; path:map00130; path:map04977,1,6
ec:6.2.1.76,malonate---CoA ligase,5.04820206780774e-06,3.3225284061857466e-06,malonate,rn:R12300,path:map01212; path:map00061; path:map00240,1,6
ec:4.1.1.88,biotin-independent malonate decarboxylase,5.04820206780774e-06,3.3225284061857466e-06,malonate,rn:R09483,path:map01212; path:map00061; path:map00240,1,6
ec:2.8.3.3,malonate CoA-transferase,5.04820206780774e-06,3.3225284061857466e-06,malonate,rn:R00743,path:map01212; path:map00061; path:map00240,1,6
ec:2.3.1.187,acetyl-S-ACP:malonate ACP transferase,5.04820206780774e-06,3.3225284061857466e-06,malonate,rn:R08944,path:map01212; path:map00061; path:map00240,1,6
ec:1.2.1.15,malonate-semialdehyde dehydrogenase,5.04820206780774e-06,3.3225284061857466e-06,malonate,rn:R01607; rn:R01604,path:map01212; path:map00061; path:map00240,1,6
ec:3.1.3.89,5'-deoxynucleotidase,5.036538367064336e-06,3.659858491624585e-06,2'-deoxyuridine,R02102: dUMP + H2O <=> Deoxyuridine + Orthophosphate,path:map00240; path:map02010; path:map01232,1,6
ec:2.7.1.145,deoxynucleoside kinase,5.036538367064336e-06,3.659858491624585e-06,2'-deoxyuridine,rn:R02099,path:map00240; path:map02010; path:map01232,1,6
ec:2.7.1.21,thymidine kinase,5.036538367064336e-06,3.659858491624585e-06,2'-deoxyuridine,rn:R02099,path:map00240; path:map02010; path:map01232,1,6
ec:1.1.1.169,2-dehydropantoate 2-reductase,5.000756936830463e-06,3.1350885050809623e-06,pantoate,rn:R02472,path:map00770; path:map01110; path:map01100,1,6
ec:2.7.1.169,pantoate kinase,5.000756936830463e-06,3.1350885050809623e-06,pantoate,rn:R09378,path:map00770; path:map01110; path:map01100,1,6
ec:1.1.1.106,pantoate 4-dehydrogenase,5.000756936830463e-06,3.1350885050809623e-06,pantoate,rn:R02471,path:map00770; path:map01110; path:map01100,1,6
ec:2.6.1.125,L-arginine:2-oxoglutarate transaminase,4.994936689856273e-06,3.0551498202842554e-06,2-oxoarginine*,rn:R13305,path:map00470; path:map01100; path:map00330,1,6
ec:1.4.1.25,L-arginine dehydrogenase,4.994936689856273e-06,3.0551498202842554e-06,2-oxoarginine*,rn:R11031; rn:R11032,path:map00470; path:map01100; path:map00330,1,6
ec:2.1.1.243,5-guanidino-2-oxopentanoate (3R)-methyltransferase,4.994936689856273e-06,3.0551498202842554e-06,2-oxoarginine*,rn:R09939,path:map00470; path:map01100; path:map00330,1,6
ec:1.4.99.6,D-arginine dehydrogenase,4.994936689856273e-06,3.0551498202842554e-06,2-oxoarginine*,rn:R11018; rn:R11017,path:map00470; path:map01100; path:map00330,1,6
ec:4.1.1.75,5-guanidino-2-oxopentanoate decarboxylase,4.994936689856273e-06,3.0551498202842554e-06,2-oxoarginine*,rn:R03178,path:map00470; path:map01100; path:map00330,1,6
ec:1.4.3.25,L-arginine oxidase,4.994936689856273e-06,3.0551498202842554e-06,2-oxoarginine*,rn:R11604,path:map00470; path:map01100; path:map00330,1,6
ec:2.6.1.84,arginine---pyruvate transaminase,4.994936689856273e-06,3.0551498202842554e-06,2-oxoarginine*,rn:R08197,path:map00470; path:map01100; path:map00330,1,6
ec:1.2.1.54,gamma-guanidinobutyraldehyde dehydrogenase,4.9793572821139945e-06,3.3651012313039964e-06,4-guanidinobutanoate,rn:R03177,path:map01100; path:map00330,1,6
ec:1.5.1.1,1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H],4.952917720562549e-06,3.0630232496621804e-06,pipecolate,rn:R02201; rn:R02203,path:map01120; path:map01064; path:map01100,1,6
ec:1.5.1.21,1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase (NADPH),4.952917720562549e-06,3.0630232496621804e-06,pipecolate,rn:R02203,path:map01120; path:map01064; path:map01100,1,6
ec:4.3.1.28,L-lysine cyclodeaminase,4.952917720562549e-06,3.0630232496621804e-06,pipecolate,rn:R10277,path:map01120; path:map01064; path:map01100,1,6
ec:1.5.99.3,L-pipecolate dehydrogenase,4.952917720562549e-06,3.0630232496621804e-06,pipecolate,rn:R02205; rn:R02206,path:map01120; path:map01064; path:map01100,1,6
ec:3.5.1.101,L-proline amide hydrolase,4.952917720562549e-06,3.0630232496621804e-06,pipecolate,rn:R09680,path:map01120; path:map01064; path:map01100,1,6
ec:1.5.3.7,L-pipecolate oxidase,4.952917720562549e-06,3.0630232496621804e-06,pipecolate,rn:R02204,path:map01120; path:map01064; path:map01100,1,6
ec:1.1.1.21,aldose reductase,4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R01036; rn:R01041,path:map04923; path:map02010; path:map00040,1,6
ec:1.1.1.156,glycerol 2-dehydrogenase (NADP+),4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R01039,path:map04923; path:map02010; path:map00040,1,6
ec:3.1.1.79,hormone-sensitive lipase,4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R07293,path:map04923; path:map02010; path:map00040,1,6
ec:3.1.1.34,lipoprotein lipase,4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R01350,path:map04923; path:map02010; path:map00040,1,6
ec:1.1.1.372,D/L-glyceraldehyde reductase,4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R01041,path:map04923; path:map02010; path:map00040,1,6
ec:3.1.1.23,acylglycerol lipase,4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R01352; rn:R01351,path:map04923; path:map02010; path:map00040,1,6
ec:3.1.3.19,glycerol-2-phosphatase,4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R01043,path:map04923; path:map02010; path:map00040,1,6
ec:1.1.99.22,glycerol dehydrogenase (acceptor),4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R01045,path:map04923; path:map02010; path:map00040,1,6
ec:2.7.1.79,diphosphate---glycerol phosphotransferase,4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R01044,path:map04923; path:map02010; path:map00040,1,6
ec:3.1.4.43,glycerophosphoinositol inositolphosphodiesterase,4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R03331,path:map04923; path:map02010; path:map00040,1,6
ec:1.1.1.6,glycerol dehydrogenase,4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R01034,path:map04923; path:map02010; path:map00040,1,6
ec:1.1.1.72,glycerol dehydrogenase (NADP+),4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R01036; rn:R01041,path:map04923; path:map02010; path:map00040,1,6
ec:4.2.1.30,glycerol dehydratase,4.952863125793514e-06,3.1280911782064e-06,glycerol,rn:R01047,path:map04923; path:map02010; path:map00040,1,6
ec:1.14.13.148,trimethylamine monooxygenase,4.949305616896993e-06,3.154350395518235e-06,trimethylamine N-oxide,rn:R05623,path:map00680; path:map02020; path:map01100,1,6
ec:1.7.2.3,trimethylamine-N-oxide reductase,4.949305616896993e-06,3.154350395518235e-06,trimethylamine N-oxide,rn:R02560,path:map00680; path:map02020; path:map01100,1,6
ec:4.1.2.32,trimethylamine-oxide aldolase,4.949305616896993e-06,3.154350395518235e-06,trimethylamine N-oxide,rn:R02512,path:map00680; path:map02020; path:map01100,1,6
ec:1.14.14.138,lithocholate 6beta-hydroxylase,4.922671977378888e-06,2.9550471233568376e-06,lithocholate,rn:R07203,path:map04976; path:map00121,1,6
ec:1.1.1.52,3alpha-hydroxycholanate dehydrogenase (NAD+),4.922671977378888e-06,2.9550471233568376e-06,lithocholate,rn:R04139,path:map04976; path:map00121,1,6
ec:1.1.1.392,3alpha-hydroxycholanate dehydrogenase (NADP+),4.922671977378888e-06,2.9550471233568376e-06,lithocholate,rn:R11145,path:map04976; path:map00121,1,6
ec:1.3.7.6,phycoerythrobilin synthase,4.872606300844308e-06,3.1991100858012407e-06,biliverdin,rn:R09491,path:map01100; path:map01110; path:map00860,1,6
ec:1.3.7.2,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase",4.872606300844308e-06,3.1991100858012407e-06,biliverdin,rn:R05818,path:map01100; path:map01110; path:map00860,1,6
ec:1.3.7.5,phycocyanobilin:ferredoxin oxidoreductase,4.872606300844308e-06,3.1991100858012407e-06,biliverdin,rn:R05817,path:map01100; path:map01110; path:map00860,1,6
ec:1.3.7.4,phytochromobilin:ferredoxin oxidoreductase,4.872606300844308e-06,3.1991100858012407e-06,biliverdin,rn:R03678,path:map01100; path:map01110; path:map00860,1,6
ec:1.3.1.24,biliverdin reductase,4.872606300844308e-06,3.1991100858012407e-06,biliverdin,rn:R02391; rn:R02393,path:map01100; path:map01110; path:map00860,1,6
ec:1.3.3.5,bilirubin oxidase,4.872606300844308e-06,3.1991100858012407e-06,biliverdin,rn:R02394,path:map01100; path:map01110; path:map00860,1,6
ec:3.5.99.1,riboflavinase,4.866578578102584e-06,2.853077967906246e-06,ribitol,rn:R01732,path:map01100; path:map00040; path:map00740,1,6
ec:1.1.1.56,ribitol 2-dehydrogenase,4.866578578102584e-06,2.853077967906246e-06,ribitol,rn:R01895,path:map01100; path:map00040; path:map00740,1,6
ec:1.1.2.2,mannitol dehydrogenase (cytochrome),4.866578578102584e-06,2.853077967906246e-06,ribitol,rn:R01892,path:map01100; path:map00040; path:map00740,1,6
ec:1.21.99.4,thyroxine 5'-deiodinase,4.8307319097148405e-06,3.077696464494419e-06,thyroxine,rn:R03734,path:map04919; path:map04080; path:map04081,1,6
ec:1.21.99.3,thyroxine 5-deiodinase,4.8307319097148405e-06,3.077696464494419e-06,thyroxine,rn:R07230,path:map04919; path:map04080; path:map04081,1,6
ec:4.1.1.73,tartrate decarboxylase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R01751,path:map00630; path:map01200; path:map00030,1,6
ec:1.1.1.81,hydroxypyruvate reductase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R01392; rn:R01388,path:map00630; path:map01200; path:map00030,1,6
ec:1.1.1.79,glyoxylate reductase (NADP+),4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R01392,path:map00630; path:map01200; path:map00030,1,6
ec:3.2.1.170,mannosylglycerate hydrolase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R12095,path:map00630; path:map01200; path:map00030,1,6
ec:1.1.1.92,oxaloglycolate reductase (decarboxylating),4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R01749; rn:R01750,path:map00630; path:map01200; path:map00030,1,6
ec:1.2.99.8,glyceraldehyde dehydrogenase (FAD-containing),4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R10324,path:map00630; path:map01200; path:map00030,1,6
ec:2.4.1.268,glucosylglycerate synthase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R09665,path:map00630; path:map01200; path:map00030,1,6
ec:2.4.1.269,mannosylglycerate synthase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R09666,path:map00630; path:map01200; path:map00030,1,6
ec:1.2.7.5,aldehyde ferredoxin oxidoreductase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R08571,path:map00630; path:map01200; path:map00030,1,6
ec:1.1.1.26,glyoxylate reductase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R01388,path:map00630; path:map01200; path:map00030,1,6
ec:2.4.1.352,glucosylglycerate phosphorylase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R11959,path:map00630; path:map01200; path:map00030,1,6
ec:1.1.1.29,glycerate dehydrogenase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R01388,path:map00630; path:map01200; path:map00030,1,6
ec:3.1.3.38,3-phosphoglycerate phosphatase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R01511,path:map00630; path:map01200; path:map00030,1,6
ec:1.1.1.60,2-hydroxy-3-oxopropionate reductase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R01745; rn:R01747,path:map00630; path:map01200; path:map00030,1,6
ec:2.7.1.31,glycerate 3-kinase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R01514,path:map00630; path:map01200; path:map00030,1,6
ec:1.2.1.89,D-glyceraldehyde dehydrogenase (NADP+),4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R10615,path:map00630; path:map01200; path:map00030,1,6
ec:3.1.3.20,phosphoglycerate phosphatase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R01748,path:map00630; path:map01200; path:map00030,1,6
ec:2.7.1.165,glycerate 2-kinase,4.803623288155895e-06,3.253153672887063e-06,glycerate,rn:R08572,path:map00630; path:map01200; path:map00030,1,6
ec:2.4.1.13,sucrose synthase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R07256; rn:R00806,path:map02010; path:map04973; path:map02060,1,6
ec:2.4.1.9,inulosucrase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R04194,path:map02010; path:map04973; path:map02060,1,6
ec:3.2.1.10,"oligo-1,6-glucosidase",4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R00801,path:map02010; path:map04973; path:map02060,1,6
ec:3.2.1.48,sucrose alpha-glucosidase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R00801; rn:R00802,path:map02010; path:map04973; path:map02060,1,6
ec:2.7.1.211,protein-Npi-phosphohistidine---sucrose phosphotransferase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R00811,path:map02010; path:map04973; path:map02060,1,6
ec:2.4.1.4,amylosucrase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R01823,path:map02010; path:map04973; path:map02060,1,6
ec:1.1.99.13,glucoside 3-dehydrogenase (acceptor),4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R00807; rn:R00808,path:map02010; path:map04973; path:map02060,1,6
ec:2.4.1.7,sucrose phosphorylase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R00803,path:map02010; path:map04973; path:map02060,1,6
ec:2.4.1.5,dextransucrase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R02120,path:map02010; path:map04973; path:map02060,1,6
ec:2.4.1.166,raffinose---raffinose alpha-galactosyltransferase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R08616; rn:R00039,path:map02010; path:map04973; path:map02060,1,6
ec:2.4.1.125,"sucrose---1,6-alpha-glucan 3(6)-alpha-glucosyltransferase",4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R02120,path:map02010; path:map04973; path:map02060,1,6
ec:2.4.1.10,levansucrase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R05140,path:map02010; path:map04973; path:map02060,1,6
ec:3.1.3.24,sucrose-phosphate phosphatase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R00805,path:map02010; path:map04973; path:map02060,1,6
ec:5.4.99.11,isomaltulose synthase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R00810,path:map02010; path:map04973; path:map02060,1,6
ec:3.2.1.26,beta-fructofuranosidase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R00801; rn:R00802,path:map02010; path:map04973; path:map02060,1,6
ec:2.4.1.167,sucrose 6F-alpha-galactosyltransferase,4.776962145583944e-06,2.9891271374208267e-06,sucrose,rn:R00809,path:map02010; path:map04973; path:map02060,1,6
ec:2.3.1.31,homoserine O-acetyltransferase,4.764496538103538e-06,2.822793240077259e-06,O-acetylhomoserine,rn:R01776,path:map00270; path:map01100,1,6
ec:1.1.1.129,L-threonate 3-dehydrogenase,4.762577808111775e-06,3.224675328532212e-06,threonate,rn:R03733,path:map01100; path:map00053,1,6
ec:3.5.1.124,protein deglycase,4.761926846935866e-06,3.1499365242463905e-06,lactate,rn:R11562; rn:R11564; rn:R11563,,1,6
ec:1.1.1.436,"lactate dehydrogenase (NAD+,ferredoxin)",4.761926846935866e-06,3.1499365242463905e-06,lactate,rn:R11676,,1,6
ec:3.2.1.187,(Ara-f)3-Hyp beta-L-arabinobiosidase,4.748387122092505e-06,3.0300450177210685e-06,trans-4-hydroxyproline,rn:R10579,,1,6
ec:4.2.1.49,urocanate hydratase,4.746533688224575e-06,3.0045161236679887e-06,trans-urocanate,rn:R02914,path:map01100; path:map04382; path:map00340,1,6
ec:1.3.99.33,urocanate reductase,4.746533688224575e-06,3.0045161236679887e-06,trans-urocanate,rn:R10330,path:map01100; path:map04382; path:map00340,1,6
