metabolite,sparse_score
succinoyltaurine,0.0009800070503695616
maleate,0.0009800010396014058
spermine,0.0009799916838577512
picolinoylglycine,0.000979796707443256
5-hydroxyindoleacetate,0.0009797257498157911
pregnenetriol disulfate*,0.0009796692248237285
docosatrienoate (22:3n3),0.0009795589934483994
malonate,0.000979495303077349
allantoin,0.0009794930787535398
O-acetylhomoserine,0.0009793513502738924
palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*,0.0009792244279802102
2-hydroxylaurate,0.0009790466688507707
2-stearoyl-GPE (18:0)*,0.0009790322871540819
"2S,3R-dihydroxybutyrate",0.0009789799391365002
gamma-glutamylthreonine,0.000978941497387618
linolenoylcarnitine (C18:3)*,0.0009788942602209257
chenodeoxycholic acid sulfate (1),0.000978882442439467
3-hydroxy-2-ethylpropionate,0.0009788799973812342
xanthurenate,0.0009788758543658954
dodecadienoate (12:2)*,0.000978787798310372
alpha-CEHC,0.00097878552304785
1-methylhistidine,0.0009786932051199903
margarate (17:0),0.0009786191741901636
valylleucine,0.0009785730067364484
16-hydroxypalmitate,0.0009784482408482908
creatine,0.0009782716702888257
glyco-beta-muricholate**,0.0009782474234613504
fibrinopeptide A (8-16)**,0.0009781494852954696
1-stearoyl-2-oleoyl-GPS (18:0/18:1),0.0009781053044515685
HWESASXX*,0.0009780113734644581
sphingosine,0.0009779038248613568
lanthionine,0.0009773545017783857
glycosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,0.0009771918714467618
tetradecadienedioate (C14:2-DC)*,0.0009769434093834237
(12 or 13)-methylmyristate (a15:0 or i15:0),0.0009769390286540898
oleoylcarnitine (C18:1),0.0009768918084669686
N-oleoyltaurine,0.000976833296865092
taurochenodeoxycholate,0.000976610677708909
1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*,0.0009765855988824517
1-palmitoyl-GPI (16:0),0.0009765189031273235
gamma-CEHC,0.0009764106074230954
1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,0.0009763786688499293
(S)-3-hydroxybutyrylcarnitine,0.0009762550066338907
2-hydroxybutyrate/2-hydroxyisobutyrate,0.0009762012068629833
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,0.0009761613558097028
1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,0.0009760121987677159
glycerophosphoglycerol,0.0009758730851420118
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,0.0009756770050553975
1-pentadecanoyl-GPC (15:0)*,0.0009756079321603206
dodecenedioate (C12:1-DC)*,0.0009755271263816406
3-methoxytyrosine,0.0009754238736100177
dihomo-linolenoyl-choline,0.0009752185990856735
N-methylhydroxyproline**,0.0009752095065253703
heme,0.0009751626598888126
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,0.000975054517000724
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),0.000974819706512519
behenate (22:0)*,0.000974752246676693
hydantoin-5-propionate,0.0009746036924094788
fibrinopeptide B (1-9)**,0.0009745375060414824
stearoyl sphingomyelin (d18:1/18:0),0.0009745163579857256
palmitate (16:0),0.0009743538889600269
fibrinopeptide A (2-15)**,0.0009742871762253276
"sphingomyelin (d17:1/14:0, d16:1/15:0)*",0.0009740916394849872
6-oxopiperidine-2-carboxylate,0.0009739190591247215
behenoyl sphingomyelin (d18:1/22:0)*,0.0009737541195714332
(N(1) + N(8))-acetylspermidine,0.0009737232676908151
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,0.0009735936456453342
fibrinopeptide A (4-15)**,0.0009735603996451963
allo-threonine,0.0009734894420177317
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*,0.0009730836132897987
5-dodecenoylcarnitine (C12:1),0.0009730594513601787
aspartate,0.0009730503333305189
deoxycholate,0.0009729781701535089
"5alpha-androstan-3alpha,17beta-diol disulfate",0.0009728172972074898
1-oleyl-GPC (O-18:1)*,0.0009727817334959023
hexanoylcarnitine (C6),0.000972549894432633
"2,3-dihydroxy-2-methylbutyrate",0.0009725033534283544
gamma-glutamylphenylalanine,0.0009724272849500002
"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",0.0009724217326302632
indolepropionylglycine,0.0009719656953107024
N-lactoyl isoleucine,0.0009719595996446914
heptanoate (7:0),0.0009718635462111983
decadienedioic acid (C10:2-DC)**,0.0009716806422717276
ascorbic acid 3-sulfate*,0.0009716610308671519
S-1-pyrroline-5-carboxylate,0.0009716586876863455
phenyllactate (PLA),0.0009713979154339879
"ceramide (d18:1/17:0, d17:1/18:0)*",0.0009712013259602417
"sphingomyelin (d18:0/18:0, d19:0/17:0)*",0.0009711304192714903
3-hydroxybutyrate (BHBA),0.0009710627047420984
hexanoylglutamine,0.0009709118582327909
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,0.0009708395592192125
indolelactate,0.0009707707410177015
lithocholate sulfate (1),0.0009706862167129591
beta-citrylglutamate,0.0009703294759249639
1-methyl-4-imidazoleacetate,0.0009700294808634551
proline,0.0009699288769049177
N-oleoylserine,0.0009698601436012622
adipate (C6-DC),0.00096983706836419
pyroglutamylglycine,0.0009696280668239981
gamma-glutamylisoleucine*,0.0009695651150642887
2-hydroxypalmitate,0.0009695389750146401
glycoursodeoxycholate,0.0009695343565713115
linoleate (18:2n6),0.0009694812529628177
1-oleoyl-GPE (18:1),0.0009693328260423866
1-adrenoyl-GPC (22:4)*,0.0009693149805132011
citrulline,0.0009692555774838438
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,0.0009692512731625798
pregnenetriol sulfate*,0.000969233886081813
methylsuccinoylcarnitine,0.0009691085089290973
"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",0.0009690972344939128
"1,2-dipalmitoyl-GPI (16:0/16:0)*",0.0009689864767518806
octadecenedioylcarnitine (C18:1-DC)*,0.0009686276984153582
11beta-hydroxyetiocholanolone glucuronide*,0.0009686210084643602
2-oleoyl-GPE (18:1)*,0.0009685233589511875
"sphingomyelin (d18:2/21:0, d16:2/23:0)*",0.0009684492091643633
tiglylcarnitine (C5:1-DC),0.0009682605321707315
N-acetylvaline,0.0009682549119327103
1-palmitoyl-2-(hydroxylinoleoyl)-GPC (16:0/18:2(OH))*,0.0009682535196078832
1-palmitoyl-GPC (16:0),0.000967928428740346
cholesterol,0.0009676269904152973
behenoylcarnitine (C22)*,0.0009672609108632184
1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*,0.0009670050117477554
1-stearyl-2-linoleoyl-GPC (O-18:0/18:2)*,0.0009668097297009811
choline phosphate,0.0009667526953217865
gamma-glutamyl-2-aminobutyrate,0.0009667373627691183
7alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),0.0009667235923369877
2-hydroxybehenate,0.0009665857521791131
adenine,0.0009665447634945714
N-methylproline,0.0009661112750453798
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,0.0009660290429827306
oleate/vaccenate (18:1),0.0009659563364594466
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",0.0009658708952578668
stearoyl ethanolamide,0.0009657729231328439
trimethylamine N-oxide,0.0009656265931894387
cysteine-glutathione disulfide,0.0009656193938513088
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),0.0009650250239663124
ribitol,0.0009649970076740616
isoleucylhydroxyproline*,0.0009649553058475354
N-stearoylserine*,0.0009649298195113725
12-HHTrE,0.0009648837539350836
"1,2-dilinoleoyl-GPE (18:2/18:2)*",0.0009648722587654752
1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*,0.0009648370091759522
myristoleoylcarnitine (C14:1)*,0.0009645034455024556
guanosine,0.0009643510708317527
linoleoylcholine*,0.0009642808093667015
deoxycarnitine,0.0009641229163354037
erucate (22:1n9),0.0009640304031424769
1-linoleoyl-GPC (18:2),0.0009640007313420475
mannitol/sorbitol,0.0009639225743764531
2-oxoarginine*,0.0009638530260533863
gamma-glutamylmethionine,0.0009638428722698919
gamma-glutamylcitrulline*,0.0009638335844445214
2-palmitoleoyl-GPC (16:1)*,0.0009637953124913495
hexadecenedioate (C16:1-DC)*,0.0009637084450058005
"N,N-dimethylalanine",0.0009636663017104268
"androstenediol (3beta,17beta) monosulfate (1)",0.0009636480486715359
docosahexaenoate (DHA; 22:6n3),0.0009635461033268847
1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,0.000963521177316567
"sphingomyelin (d18:1/19:0, d19:1/18:0)*",0.0009634624280006952
N-palmitoylserine,0.0009634268048606089
"sphingomyelin (d18:2/24:1, d18:1/24:2)*",0.0009633989074253554
glycerol,0.0009632512530754076
cysteinylglycine disulfide*,0.000963214763977197
3beta-hydroxy-5-cholenoate,0.0009631282106137128
(2 or 3)-decenoate (10:1n7 or n8),0.0009629546199689688
2-linoleoylglycerol (18:2),0.0009626658653835027
octadecenedioate (C18:1-DC),0.0009626153172004535
N-succinyl-phenylalanine,0.000962510264594298
7-ketodeoxycholate,0.0009624174033201645
stearate (18:0),0.0009622451116126069
1-palmitoyl-GPE (16:0),0.0009622419534123896
gentisate,0.0009622297451007965
1-stearoyl-GPE (18:0),0.0009621547802945614
etiocholanolone glucuronide,0.0009620792721420524
2-hydroxysebacate,0.0009618733099450805
thyroxine,0.000961444338061791
2-oleoyl-GPI (18:1)*,0.0009611680549712693
lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*,0.0009609159168307965
carboxyethyl-GABA,0.0009608312227303433
serine,0.0009607497887075339
1-stearoyl-GPG (18:0),0.0009605335199109279
beta-alanine,0.0009602682820313813
hexadecadienoate (16:2n6),0.0009602666180334173
linolenate [alpha or gamma; (18:3n3 or 6)],0.0009599819809939335
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,0.0009595907462073276
sphingadienine,0.0009595771965096207
2'-deoxyuridine,0.0009595716781490258
gamma-glutamyl-alpha-lysine,0.0009594814656879777
2-stearoyl-GPC (18:0)*,0.0009594628051393816
dihomo-linoleate (20:2n6),0.0009593283269365771
1-palmitoleoyl-GPC (16:1)*,0.000959250017154843
2-stearoyl-GPI (18:0)*,0.0009592049024345334
3-hydroxydecanoate,0.0009591632515467204
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),0.0009591377991696998
N-acetylcarnosine,0.0009590406081049456
N2-methylguanosine,0.0009588533743748541
fibrinopeptide B (1-13)**,0.0009585236650639882
lysine,0.0009583246305320093
"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",0.0009580095915705403
1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4),0.0009578560962481473
nicotinamide,0.0009575766634471937
fibrinopeptide A (7-16)*,0.0009575259030195063
docosadioate (C22-DC),0.000957445156669325
methionine sulfoxide,0.0009573175551928003
lithocholate,0.0009572782389960081
guanine,0.0009572765665082586
isoleucylglycine,0.0009571433617732838
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*",0.0009570646784409862
1-oleyl-2-linoleoyl-GPC (O-18:1/18:2)*,0.0009569373825967407
"N2-acetyl,N6,N6-dimethyllysine",0.0009568207838822636
1-arachidonoyl-GPE (20:4n6)*,0.0009567986595011709
ximenoylcarnitine (C26:1)*,0.0009567902036747824
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,0.0009567118938930484
acetylcarnitine (C2),0.0009564194038019487
2-ketocaprylate,0.0009561226348589416
tauroursodeoxycholate,0.0009561141790325532
1-oleoyl-GPC (18:1),0.0009560705585144969
indolepropionate,0.0009559268434250352
taurocholate,0.0009558612513420259
8-methoxykynurenate,0.0009551730183882035
glycocholenate sulfate*,0.000955006312959525
N-palmitoyl-sphingosine (d18:1/16:0),0.0009549955054625446
1-linolenoyl-GPC (18:3)*,0.0009547405487132755
gamma-glutamylalanine,0.0009546143565411489
palmitoloelycholine,0.0009545024611678558
phenol sulfate,0.0009544911103246015
9-hydroxystearate,0.000954342021200899
"fibrinopeptide A, des-ala(1)*",0.0009542648830095679
oleamide,0.0009542569195907403
hypotaurine,0.0009538010520668901
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",0.0009535467320515358
N-palmitoyl-sphinganine (d18:0/16:0),0.0009534155903344448
2-palmitoyl-GPC (16:0)*,0.0009532806791525784
1-docosahexaenoyl-GPE (22:6)*,0.0009530462252353657
1-methylhistamine,0.000953034882881897
1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*,0.0009529675419030683
phosphoethanolamine,0.0009529456297666138
ethylmalonate,0.0009528933921162441
1-docosahexaenoylglycerol (22:6),0.0009528603074220314
"1,2-dipalmitoyl-GPC (16:0/16:0)",0.0009528588047299926
1-stearoyl-GPC (18:0),0.0009528150993140811
fibrinopeptide A*,0.0009527537606136226
oxalate (ethanedioate),0.0009524600819525486
acetoacetate,0.0009524287801132974
"5alpha-androstan-3beta,17beta-diol monosulfate (2)",0.0009523919429338801
sucrose,0.0009523217069381856
1-linoleoyl-GPI (18:2)*,0.0009522493060471809
linoleamide (18:2n6),0.0009521395840589836
"ceramide (d16:1/24:1, d18:1/22:1)*",0.0009519419758109736
argininate*,0.000951900426800587
fibrinopeptide A (3-15)**,0.0009517015790438897
1-palmitoyl-2-eicosapentaenoyl-GPE (16:0/20:5)*,0.0009515572526898698
2-methylbutyrylcarnitine (C5),0.0009514869063269633
phenylalanine,0.0009513347778600408
cyclo(leu-pro),0.0009513332751680018
fibrinopeptide B (1-12)**,0.00095128668322501
2-oleoyl-GPC (18:1)*,0.0009511844831867929
"phosphatidylcholine (18:0/20:2, 20:0/18:2)*",0.0009511268035838979
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",0.0009510945339090962
"androstenediol (3beta,17beta) disulfate (1)",0.0009509870786936356
sarcosine,0.0009508900574245922
glycerophosphorylcholine (GPC),0.0009508100157266098
1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1),0.000950775360422074
N-acetylmethionine,0.0009506215424878307
cysteine,0.0009505386482219102
guanidinoacetate,0.0009505326629231111
1-palmityl-GPE (O-16:0)*,0.0009503281185203227
propionylglycine,0.0009501903887296601
tryptophan betaine,0.0009501858806535433
1-eicosapentaenoyl-GPE (20:5)*,0.0009498787032334756
N-linoleoylserine*,0.0009498260156244729
1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*,0.0009498193086939036
3-ureidopropionate,0.0009497978634956534
palmitamide (16:0),0.0009495654810861103
"sphingomyelin (d18:1/14:0, d16:1/16:0)*",0.0009492642465159141
alpha-hydroxyisocaproate,0.0009492602053780014
3-hydroxyhexanoylcarnitine (1),0.0009487304767200353
trans-urocanate,0.0009487010341438151
myristoyl dihydrosphingomyelin (d18:0/14:0)*,0.0009486508764909004
1-linolenoyl-GPE (18:3)*,0.0009484346076942944
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,0.0009482605925602739
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),0.0009482527564882293
fibrinopeptide B (1-11)**,0.0009482268117036477
1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*,0.0009481849315916254
citrate,0.0009481171746133058
lignoceroyl sphingomyelin (d18:1/24:0),0.0009479615398649591
1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*,0.0009478123403740446
eicosapentaenoylcholine,0.0009476681838157353
glycolithocholate sulfate*,0.0009476534710174107
propionylcarnitine (C3),0.0009475305813718555
sphingomyelin (d18:2/23:1)*,0.0009473825195122022
3-hydroxyhexanoate,0.0009470200226496172
1-stearoyl-GPI (18:0),0.0009468688874876018
hexadecanedioate (C16-DC),0.0009468442331504209
(R)-3-hydroxybutyrylcarnitine,0.0009467705587915866
2-arachidonoyl-GPI (20:4)*,0.0009463959300254784
glycerate,0.0009463811662884409
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,0.0009463116094755887
1-dihomo-linoleoyl-GPC (20:2)*,0.0009462710198109669
xanthosine,0.0009462194868127963
3-methyl-2-oxobutyrate,0.0009460007135294586
isocitrate,0.0009459460393106417
17alpha-hydroxypregnenolone 3-sulfate,0.0009456858188943438
arachidonoylcholine,0.0009455845866916772
1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*,0.0009454428751916006
1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4)*,0.0009454409904592129
1-palmitoyl-GPG (16:0)*,0.0009452135151457063
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,0.000945085438241192
gamma-glutamyl-epsilon-lysine,0.0009450258399467672
orotate,0.0009449479037155965
13-HODE + 9-HODE,0.0009448841114671195
palmitoyl sphingomyelin (d18:1/16:0),0.0009447419245390534
dehydroepiandrosterone sulfate (DHEA-S),0.0009441709185438373
1-dihomo-linolenoyl-GPE (20:3n3 or 6)*,0.0009441425966193073
2-methylserine,0.0009440762574351713
pregnanolone/allopregnanolone sulfate,0.0009438799905732752
fibrinopeptide A (5-16)*,0.000943641189885871
homoarginine,0.0009434580397426197
vanillylmandelate (VMA),0.0009433374423391577
"sphingomyelin (d18:1/24:1, d18:2/24:0)*",0.0009431950856153809
pentose acid*,0.0009430909244367062
"5,6-dihydrouracil",0.0009428665478949183
octadecanedioate (C18-DC),0.0009427408056814249
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,0.000942636211523688
glycodeoxycholate,0.000942263552387823
isovalerylglycine,0.0009421090722503084
isobutyrylcarnitine (C4),0.0009420969318569998
pregnenediol disulfate (C21H34O8S2)*,0.0009420120679608361
1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,0.0009417959689599406
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",0.0009417206475827132
isovalerylcarnitine (C5),0.0009417037189503653
glycocholate,0.0009416679090349972
docosahexaenoylcholine,0.0009416653790789091
"fibrinopeptide A, phosphono-ser(3)*",0.0009416647763041365
2-hydroxydecanoate,0.000941435798298591
prolylproline,0.0009413857425231027
inosine,0.0009413254990049778
2-hydroxy-4-(methylthio)butanoic acid,0.0009411983559768716
"androstenediol (3alpha, 17alpha) monosulfate (3)",0.0009411148164872507
N-acetylglucosamine/N-acetylgalactosamine,0.0009410541399900636
palmitoleoylcarnitine (C16:1)*,0.0009409597590443201
1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),0.0009406783311437666
6-bromotryptophan,0.000940452307583586
pyruvate,0.0009404051468249635
serotonin,0.0009399116440818563
"5alpha-androstan-3beta,17beta-diol disulfate",0.0009397918871671618
leucylalanine,0.0009397706372339787
1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*,0.0009391601876951876
3-hydroxyisobutyrate,0.0009391233759851269
1-myristoyl-GPC (14:0),0.0009390632343444284
"5alpha-androstan-3alpha,17alpha-diol monosulfate",0.0009389781751831973
gamma-glutamylleucine,0.0009388773504902362
1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,0.0009387547240280325
valine,0.000938404172293689
histidine,0.0009382434691433806
histidylalanine,0.0009381147385253803
2-hydroxy-3-methylvalerate,0.0009379669738082205
"sphingomyelin (d18:0/20:0, d16:0/22:0)*",0.0009368200801911083
N-lactoyl valine,0.0009365536452518019
1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPC (P-18:1/22:6)*,0.0009360410320014653
methylmalonate (MMA),0.0009359491810118099
choline,0.0009355644494009204
4-hydroxyphenylpyruvate,0.0009351923590806859
uracil,0.000935190695082722
1-meadoyl-GPC (20:3n9)*,0.000934779347994194
leucylglycine,0.0009343077404079701
nisinate (24:6n3),0.0009340638373594619
tryptophan,0.0009339266169559311
taurodeoxycholate,0.0009337498086824711
leucine,0.00093347137767621
1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,0.000933164064419574
cysteinylglycine,0.000933054121696953
4-guanidinobutanoate,0.0009329977325414588
1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,0.000932699639191909
pregnenediol sulfate (C21H34O5S)*,0.0009325687097194561
threonate,0.0009325554062255298
1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,0.0009323616438503652
methionine,0.0009322896674486369
1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6)*,0.0009320956249105499
carotene diol (3),0.0009320920592006271
N-palmitoyl-sphingadienine (d18:2/16:0)*,0.0009320730930197518
1-myristoyl-2-palmitoyl-GPC (14:0/16:0),0.0009319012173116851
gamma-glutamylglutamine,0.0009314793683584559
myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*,0.0009314153129266275
phenylacetylglycine,0.0009314070268959496
beta-hydroxyisovalerate,0.000931170153389861
4-methyl-2-oxopentanoate,0.0009311328238028829
"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",0.0009311121681546869
1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,0.0009302843121880285
leukotriene B5,0.0009299123407247916
androsterone sulfate,0.0009296975746202243
undecenoylcarnitine (C11:1),0.0009296544804688711
1-arachidonoyl-GPI (20:4)*,0.0009294398926498001
N-lactoyl leucine,0.0009292940975628833
1-palmitoyl-GPA (16:0),0.0009291791968055123
uridine,0.0009291600098902134
3-(4-hydroxyphenyl)lactate,0.0009291419775857464
dopamine 4-sulfate,0.0009286982164960627
1-linoleoyl-GPG (18:2)*,0.0009283459498250421
"5alpha-androstan-3alpha,17beta-diol monosulfate (2)",0.0009283224755680502
2-docosahexaenoyl-GPE (22:6)*,0.0009275980421687253
tricosanoyl sphingomyelin (d18:1/23:0)*,0.0009275362025709205
2-linoleoyl-GPE (18:2)*,0.0009274650242090322
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,0.000926671526404416
1-docosahexaenoyl-GPC (22:6)*,0.0009266479332904266
phenol glucuronide,0.00092663766913972
"sphingomyelin (d18:1/20:0, d16:1/22:0)*",0.0009261966842099048
1-linoleoyl-GPE (18:2)*,0.0009259791079863271
N-delta-acetylornithine,0.0009259688438356206
formiminoglutamate,0.000925829645312061
3-indoxyl sulfate,0.0009251312670645298
1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*,0.0009249538984652248
2-hydroxyoleate,0.000924697056983568
asparagine,0.000924674593011054
1-linoleoyl-2-docosahexaenoyl-GPC (18:2/22:6)*,0.0009244369554242674
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",0.0009243483899816124
2-arachidonoyl-GPE (20:4)*,0.0009241631768204772
2-myristoyl-GPC (14:0)*,0.0009241047076675279
3-hydroxyoleoylcarnitine,0.0009240154800216016
1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*,0.0009229201958107299
galactonate,0.0009228359856280519
"ceramide (d18:1/14:0, d16:1/16:0)*",0.000922833345304752
glucuronide of C14H26O4 (1)*,0.0009223312593884731
"glycosyl ceramide (d18:1/23:1, d17:1/24:1)*",0.000921517071976519
retinol (vitamin A),0.0009214151436114388
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",0.0009212445413712018
linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*,0.0009208494522219649
beta-hydroxyisovaleroylcarnitine,0.0009206667690169179
1-dihomo-linolenoyl-GPC (20:3n3 or 6)*,0.0009204751460677069
glycylproline,0.0009202763577395083
N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,0.00092025878388346
1-eicosapentaenoyl-GPC (20:5)*,0.0009202027173398161
"5alpha-androstan-3beta,17alpha-diol disulfate",0.0009199306621624884
4-hydroxyglutamate,0.0009197811145903672
"N6,N6-dimethyllysine",0.0009196216679283173
"sphingomyelin (d17:2/16:0, d18:2/15:0)*",0.0009195779285532638
gamma-glutamyltryptophan,0.0009194275489821605
phenylpyruvate,0.0009188725547224552
fibrinopeptide A (3-16)**,0.0009188233988642331
10-undecenoate (11:1n1),0.0009182688630529462
2'-O-methylcytidine,0.0009181131688761008
cholesterol sulfate,0.0009179683755838767
1-oleoyl-GPG (18:1)*,0.0009178677376661973
gamma-glutamyltyrosine,0.0009177883921306284
branched chain 14:0 dicarboxylic acid**,0.000917433935094941
1-oleoyl-GPI (18:1),0.0009172475758127591
ribose,0.0009172457165497279
epiandrosterone sulfate,0.0009169312294243185
1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*,0.0009169108794084017
prolylglycine,0.0009166094495731384
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),0.0009165835557272699
cerotoylcarnitine (C26)*,0.0009164744280240598
N-formylanthranilic acid,0.0009162337680736244
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),0.0009161480636886931
"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",0.0009160498623394608
1-(1-enyl-oleoyl)-2-linoleoyl-GPE (P-18:1/18:2)*,0.0009158165460535092
glycodeoxycholate 3-sulfate,0.0009156463513229778
N-methyltaurine,0.0009152916395937244
1-methylnicotinamide,0.000914860333019414
pregnenolone sulfate,0.0009145830566239852
alpha-ketobutyrate,0.0009143103562229573
glucose,0.0009140409923076429
2-hydroxyadipate,0.0009135892253502038
carotene diol (1),0.000912594010241381
1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*,0.0009121610396691067
"12,13-DiHOME",0.0009115951445247802
dopamine 3-O-sulfate,0.0009114975035013929
carotene diol (2),0.0009106443819329954
1-eicosenoyl-GPE (20:1)*,0.0009098218405720794
3-methyl-2-oxovalerate,0.0009085764824223833
N-acetyl-aspartyl-glutamate (NAAG),0.0009084554859990015
arginine,0.0009069869483672776
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",0.0009060106654801879
isoleucine,0.0009050879276704399
2-linoleoyl-GPC (18:2)*,0.0009044625191295438
1-eicosapentaenoylglycerol (20:5)*,0.0009023785569447077
N6-methyllysine,0.0009018055049111788
1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,0.0009008077938054101
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,0.0008981086362916714
oxindolylalanine,0.0008967227297425165
"9,10-DiHOME",0.0008964193302770101
3-methylhistidine,0.0008954200655404892
beta-cryptoxanthin,0.0008936660758498703
adenosine,0.0008929276427942056
octadecadienedioate (C18:2-DC)*,0.0008912446616697647
2-docosahexaenoyl-GPC (22:6)*,0.0008909340458865573
glucuronide of C12H22O4 (1)*,0.0008890339469869571
glucuronide of C12H22O4 (2)*,0.0008867076438741505
tyrosine,0.0008842184472463686
ascorbate (vitamin C),0.0008824164223492179
5-hydroxyindole sulfate,0.0008822582916039253
2-hydroxyarachidate*,0.0008787612980051643
palmitoyl dihydrosphingomyelin (d18:0/16:0)*,0.0008777113832081679
S-methylmethionine,0.0008737945951842762
