metabolite,median_high,median_low,log2_fc,wilcoxon_stat,p_value,q_value,significant_fdr
13-HODE + 9-HODE,-0.11708064377307892,0.43464338779449463,,70.0,0.03560106200287615,0.9423400569916458,False
N-methylproline,-0.355584979057312,0.23428604006767273,,70.0,0.03560106200287615,0.9423400569916458,False
palmitoyl dihydrosphingomyelin (d18:0/16:0)*,-0.017535623162984848,0.12464985996484756,,71.0,0.03881561818133567,0.9423400569916458,False
pantothenate,-0.04002247378230095,0.5012632012367249,,71.0,0.03881561818133567,0.9423400569916458,False
1-eicosapentaenoyl-GPC (20:5)*,-0.37194114923477173,0.3842846155166626,,71.0,0.03881561818133567,0.9423400569916458,False
m-tyramine sulfate,-0.7201480269432068,0.050588127225637436,,73.0,0.04095852285316598,0.9423400569916458,False
N-formylanthranilic acid,-0.1249583512544632,0.41952118277549744,,72.0,0.0415323626975057,0.9423400569916458,False
gamma-glutamyltryptophan,-0.020287713035941124,0.21623921394348145,,72.0,0.04226023359035692,0.9423400569916458,False
N-lactoyl phenylalanine,-0.22297728061676025,0.4920380115509033,,72.0,0.042273494740467044,0.9423400569916458,False
dopamine 3-O-sulfate,-0.08094531297683716,0.9872181415557861,,72.0,0.042273494740467044,0.9423400569916458,False
glycodeoxycholate 3-sulfate,-0.2654385566711426,0.4858797490596771,,73.0,0.045974482113932846,0.9423400569916458,False
octadecanedioate (C18-DC),-0.23940756916999817,0.32954803109169006,,73.0,0.04598847292628334,0.9423400569916458,False
N-delta-acetylornithine,0.046848803758621216,0.25802090764045715,-2.46140385502922,73.0,0.04598847292628334,0.9423400569916458,False
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,-0.1970089077949524,0.18633732199668884,,73.0,0.04598847292628334,0.9423400569916458,False
1-methyl-5-imidazoleacetate,-0.18399466574192047,0.2440202534198761,,73.0,0.04598847292628334,0.9423400569916458,False
1-palmitoyl-GPG (16:0)*,-0.051944978535175323,0.20798099040985107,,74.0,0.04997469387486292,0.9423400569916458,False
"3beta,7alpha-dihydroxy-5-cholestenoate",0.10503643751144409,-0.4127045273780823,,186.0,0.04997469387486292,0.9423400569916458,False
ascorbate (vitamin C),-1.4813146591186523,0.5122852325439453,,76.5,0.050043132661116436,0.9423400569916458,False
15-HETE,-0.10949428379535675,-0.7198154926300049,-2.7167715997561164,185.0,0.05085456911585149,0.9423400569916458,False
alpha-ketoglutarate,-0.11499296128749847,0.12891721725463867,,75.0,0.05424663032211395,0.9423400569916458,False
deoxycholate,-0.13318167626857758,0.27318263053894043,,75.0,0.05424663032211395,0.9423400569916458,False
dopamine 4-sulfate,-0.17076416313648224,0.6847020983695984,,76.0,0.0587539551228268,0.9423400569916458,False
