metabolite,median_high,median_low,log2_fc,wilcoxon_stat,p_value,q_value,significant_fdr
"2,3-dihydroxy-2-methylbutyrate",-0.2143332064151764,0.5100821256637573,,87.0,0.1333454381455339,0.9423400569916458,False
4-methoxyphenol sulfate,-1.0195235013961792,-0.46949073672294617,1.1187264337678369,88.0,0.1370353857610759,0.9423400569916458,False
1-palmityl-GPC (O-16:0),0.03935905545949936,-0.08509548008441925,,172.0,0.14272442705065408,0.9423400569916458,False
threonate,-0.039456676691770554,0.3009967505931854,,88.0,0.14272442705065408,0.9423400569916458,False
2-arachidonoyl-GPC (20:4)*,-0.07594305276870728,0.15852397680282593,,88.0,0.14272442705065408,0.9423400569916458,False
1-methylnicotinamide,-0.04421297088265419,0.17853429913520813,,88.0,0.14272442705065408,0.9423400569916458,False
1-palmitoyl-2-eicosapentaenoyl-GPE (16:0/20:5)*,-0.2692829370498657,0.1834356188774109,,88.0,0.14272442705065408,0.9423400569916458,False
androsterone glucuronide,-0.02342619001865387,-0.23294317722320557,-3.3137838390563426,171.5,0.14757385168332426,0.9423400569916458,False
4-hydroxyglutamate,-1.1048550605773926,0.03591321408748627,,91.0,0.1506237855338726,0.9423400569916458,False
taurocholate,-0.4513617157936096,0.8719558715820312,,89.0,0.15112056859688924,0.9423400569916458,False
lithocholate,-0.39407265186309814,0.29561737179756165,,89.0,0.15207328940782153,0.9423400569916458,False
behenoylcarnitine (C22)*,-0.2259996235370636,0.1708640456199646,,89.0,0.15207328940782153,0.9423400569916458,False
N1-methyl-2-pyridone-5-carboxamide,-0.003165989648550749,0.41533124446868896,,89.0,0.1526016731261508,0.9423400569916458,False
caprate (10:0),-3.661552909761667e-07,0.20189082622528076,,89.0,0.1526016731261508,0.9423400569916458,False
1-arachidonoyl-GPI (20:4)*,-0.025259897112846375,0.1435984969139099,,89.0,0.1526016731261508,0.9423400569916458,False
picolinoylglycine,0.001102063455618918,0.10571709275245667,-6.5838574212627545,89.0,0.1526016731261508,0.9423400569916458,False
palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),0.013153250329196453,-0.053587913513183594,,171.0,0.1526016731261508,0.9423400569916458,False
1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*,0.03176096826791763,-0.0773201584815979,,171.0,0.1526016731261508,0.9423400569916458,False
"sphingomyelin (d18:2/24:1, d18:1/24:2)*",0.021602656692266464,-0.08286586403846741,,171.0,0.1526016731261508,0.9423400569916458,False
1-meadoyl-GPC (20:3n9)*,-0.4139021039009094,0.12014013528823853,,90.0,0.15517436458751807,0.9423400569916458,False
O-acetylhomoserine,-0.24760544300079346,0.2999744415283203,,89.5,0.15770464459464628,0.9423400569916458,False
2-hydroxysebacate,-0.5710294246673584,0.09810857474803925,,90.0,0.15972926434102208,0.9423400569916458,False
adrenoylcarnitine (C22:4)*,-0.6123289465904236,-0.6123289465904236,0.0,166.0,0.16144585642403098,0.9423400569916458,False
"androstenediol (3alpha, 17alpha) monosulfate (2)",-0.13036254048347473,-0.4987589120864868,-1.9358132487525592,170.0,0.16204215787183096,0.9423400569916458,False
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,0.20478910207748413,-0.19169779121875763,,170.0,0.16299068020051333,0.9423400569916458,False
1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*,-0.015518076717853546,0.32067710161209106,,90.0,0.16299068020051333,0.9423400569916458,False
1-myristoyl-GPC (14:0),-0.0076264371164143085,0.21259725093841553,,90.0,0.16299068020051333,0.9423400569916458,False
"bilirubin degradation product, C17H20N2O5 (1)**",0.18671239912509918,-0.35501477122306824,,170.0,0.16299068020051333,0.9423400569916458,False
"ceramide (d18:2/24:1, d18:1/24:2)*",0.06861743330955505,-0.0007759816944599152,,170.0,0.16299068020051333,0.9423400569916458,False
"sphingomyelin (d18:2/16:0, d18:1/16:1)*",0.057281434535980225,-0.010507328435778618,,170.0,0.16299068020051333,0.9423400569916458,False
eicosapentaenoylcholine,-0.42841440439224243,0.06325028091669083,,91.0,0.1705657556151179,0.9423400569916458,False
valylleucine,-0.43982717394828796,-0.940815806388855,-1.0969755575551596,167.5,0.17130605625809048,0.9423400569916458,False
homovanillate (HVA),-0.7330893874168396,-0.025231361389160156,4.86069917009547,93.0,0.172988096921999,0.9423400569916458,False
"bilirubin degradation product, C16H18N2O5 (1)**",0.108716681599617,-0.34554585814476013,,169.0,0.17379353250072738,0.9423400569916458,False
oxalate (ethanedioate),-0.021281782537698746,0.32971370220184326,,91.0,0.17390434289871404,0.9423400569916458,False
3-ureidopropionate,-0.006429977715015411,0.13577407598495483,,91.0,0.17390434289871404,0.9423400569916458,False
N-acetylserine,-0.023677658289670944,0.10622268915176392,,91.0,0.17390434289871404,0.9423400569916458,False
"bilirubin degradation product, C17H20N2O5 (2)**",0.17251622676849365,-0.368622362613678,,169.0,0.17390434289871404,0.9423400569916458,False
isovalerylcarnitine (C5),-0.029363365843892097,0.2007358968257904,,91.0,0.17390434289871404,0.9423400569916458,False
"N6,N6,N6-trimethyllysine",-0.07879112660884857,0.1682940423488617,,91.0,0.17390434289871404,0.9423400569916458,False
2-hydroxymyristate,-0.059629734605550766,0.15466508269309998,,91.0,0.17390434289871404,0.9423400569916458,False
isobutyrylcarnitine (C4),-0.09105801582336426,0.3576711416244507,,91.0,0.17390434289871404,0.9423400569916458,False
N-methyltaurine,-0.8016360998153687,-0.374975323677063,1.0961518205514482,93.5,0.17413642206573088,0.9423400569916458,False
acisoga,0.10518934577703476,-0.19977682828903198,,168.5,0.17928166701897308,0.9423400569916458,False
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),-0.19048258662223816,-1.2928835153579712,-2.7628612777001447,167.0,0.18081337194230063,0.9423400569916458,False
N2-methylguanosine,-0.11797221750020981,-0.5300703644752502,-2.167736740282596,167.0,0.1839748749637713,0.9423400569916458,False
gentisate,-0.2926928400993347,0.22939753532409668,,92.0,0.18524169314826455,0.9423400569916458,False
tryptophan betaine,-0.09703262150287628,0.4365789294242859,,92.0,0.18532657622712279,0.9423400569916458,False
fibrinopeptide A (7-16)*,-0.0027832742780447006,0.11145570874214172,,92.0,0.18535486605072438,0.9423400569916458,False
orotate,-1.1816737242043018e-06,0.21765080094337463,,92.0,0.18535486605072438,0.9423400569916458,False
1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,-0.046860191971063614,0.04178224876523018,,92.0,0.18535486605072438,0.9423400569916458,False
erucate (22:1n9),-0.058301571756601334,0.21981719136238098,,92.0,0.18535486605072438,0.9423400569916458,False
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,-0.054692383855581284,0.18474800884723663,,92.0,0.18535486605072438,0.9423400569916458,False
N1-methyl-4-pyridone-3-carboxamide,-0.014626185409724712,0.2719230353832245,,92.0,0.18535486605072438,0.9423400569916458,False
"N1,N12-diacetylspermine",-0.09584099054336548,-0.48181450366973877,-2.3297630997381913,167.0,0.19094968298070658,0.9423400569916458,False
